@relation emotions

@attribute sentence string
@attribute category {hp, sd, fr, sp, ne, dg, ag}

@data
' major fights w/ roomies, ones ',ne
' ',ne
' speaking person amuses kerstin ',hp
' care guys ',ne
' dream ',ne
' ',ne
' ya clue ',ne
' ',ne
' surprising know ',sp
' dream ',ne
' held head ',ne
' dont worry ',ne
' infact ',ne
' happened dream real sweet ',hp
' wanting ',ne
' peace ',ne
' scarred, man black heart, fingers painting guitar ',sd
' eventually, music away, guitar slipped back bag ',ne
' "oh," said, ',hp
' seconds turned asked, "are whi le? ',ne
' "ah, thanks. ',ne
' ',sd
' violin took bus spirited music ',ne
' think amount playing ',ne
' pretty easy song, suggest sic playing twinkle twinkle ',ne
' played cello, bring ',ne
' hard push back in, string peg, real bit ch ',ag
' pretty sweet ',hp
' night mike christina bunch people bar drunk 2 coolers ',ne
' suck drunk, fall asleep, finished makin bar hours couch ',dg
' wrote bit book, ',ne
' thats mention right ',ne
' disgusting ',dg
' ',ne
' love learn ',hp
' today, though, heard commentary lee ',ne
' depends ',ne
' markets measure accurately, find disgusting ',dg
' world markets labour, people mere schedule, regard free ',ag
' world markets exactly problems world (*ahem* eople war it, know) ',ag
' dangerous force market mentality ',fr
' throwing eat ',ne
' buy sort ',ag
' *the ones control it* ',ne
' disgusting 9/11 turn market ',dg
' destruction life ',ag
' and, ask, 9/11 place ',ag
' yes, lee ',ne
' answers dispicable ',dg
' comment: "traders, buy sell contracts, bring infor mation political situation ',ne
' lee throwing ideas elections ',ne
' plus, government, ',ag
' selling top killing 150 people ',ag
' reason encourage afford sort dispicable ',dg
' sickening ',dg
' room humanity this, encourage it, ',dg
' "in years, ',ne
' ',ne
' think ',fr
' threat-ish emerged britain turn comment democrats ',fr
' terrorists britain iraq (despite terrorists involved civil war), slo exit iraq goal ',ne
' problem ',ne
' war iraq fighting terrorists ',ne
' terrorists iraq ',ne
' terrorists anything, pull ',ne
' matters terrorists iraq, means stay ',ne
' iraq incredibly ',ne
' "i worried people, out, appreciate th threat american security evil faces us," mr. th event ',fr
' called threat "more evil, evil, dangerous han communists cold war. ',fr
' suggest couple disorganized trying 1995 plot evil dangerous off-base, stupid ',dg
' flat-out disgusting ',dg
' joe, scraping ',ne
' vision night: rooms people lying floor covered sheets, separate ',fr
' people mean faces nasty attitudes turf, telling move ',ag
' try find comfortable space head smaller ',ne
' body vehicles - leaving ',ne
' am, means, art ',ne
' birthday, jon took center ',ne
' ',ne
' ',ne
' ',ne
' now, understand, right it, ',ne
' work - closest gotten watching "teenage ninja turtles" ',ne
' real alma-tadema ',ne
' oh, think security nervous - blow forever ruin ',fr
' ',dg
' (pretty, no? person! ',ne
' said, judge art ',ne
' excited cadavers (blame gross anatomy) real ly wanted shot close anatomy viewing ',hp
' photobucket - video image hostin ',ne
' joint ',ne
' glenoid-humoral joint.") exhibits interesting, soccer player ',hp
' gross anatomy, cadavers - laying tables deep ',sp
' body action interesting ',hp
' interesting cases organs - healthy diseased ',hp
' odd body worlds goes anatomy exhibit sort cadaver art ',sp
' again, judge art, exhibit drawn numbers people possibility off-base ',ne
' now, people organs book ',ne
' public chance look diseased organs (something usu ally pathologists, who, noticed, *very* excited necrosis. ',hp
' basic anatomy bodies ',ne
' however, me, "artistic" exhibits turn - ingly admit cadaver gross, thought bit sick ',dg
' aside, interesting cadavers exhibits suc body worlds (i guess entire affair "knock-off" exhibits! ',ne
' country access huge numbers students (someone dirty work) controversies, questions cadavers ',ne
' however, knock-offs (personally, avoid you. ',ne
' dislike feeling ill. plans weekend ',dg
' thought know ',ne
' smells ',dg
' constantly congested, ',ne
' course, feel ',dg
' that, feeling ',hp
' able tell teachers school pregnant, een fun hear stories ',hp
' school starting, eating lot, funny letting saying eating ',hp
' keeps asking find boy girl ',ne
' alright, eat dinner, ',ne
' afternoon, shopping school ',ne
' eventful ',ne
' exciting summer patricks, roths, ',hp
' to, dad brother (as sta ted), mother hates mall hates ',dg
' ',ne
' ',ne
' keeps yelling feet floor ',ag
' mother asked chris, "how ',ne
' hot garlic? ',ne
' "that think. ',ne
' tell, ',hp
' looks pinks, ',dg
' cat, roxie, nervous ',fr
' eating cat food feet me. brother look her, ran ',ne
' pretty disgusting ',dg
' hate bad mood ',dg
' kinda bunch sad cry reality ',sd
' ',ne
' mean know cant put words dont gu ess ',ne
' trying mean dislike " why" try explain "thats stupid dislike her" pisses ',dg
' people highly dislike ',dg
' thats person highly dislike ',dg
' mean reason dislike shouldnt question cuz dont know ',dg
' cuz hate ',dg
' nice person right dislike people ',dg
' anyways ',ne
' late ',ne
' looked jon "hey, feel pass out. ',ne
' woke jon picking head saying name, hear hi ',ne
' hope pass sweet, driving operating heavy ',ne
' know writing 4 ',ne
' anyway, ago, visited tea house proper tea tea ',ne
' yesterday ',ne
' luckily, stopped lesson ',hp
' bad ',ne
' school part ',ne
' love song "absolutely everybody" parade ',hp
' ',ne
' uhm ',ne
' woman, name ',ne
' mention find incredibly intimidating(sp? ',fr
' felt drawer ',ne
' guess feel bit ease ',ne
' ',fr
' course proceeded, feel myse lf comfortable ',fr
' change exact penny, relief lol ',hp
' today (day three) smoothe ',ne
' today drawer exact ',ne
' tomorrow 8 stay 5pm ',ne
' suck ',dg
' horrible ',dg
' hopefully tomorrow smoothe ',ne
' definately bitching ',dg
' check-off to-do list, summer classes graded, 4.0 gpa ',ne
' assume proven able leve things, top classes goal 1 ' ,ne
' thus, statistics, spanish, public speaking class sum mer classes assumed drop gpa ',fr
' turned problem- believe 4 quest ions wrong 5 6 tests easily ',ne
' course, nice know areas difficult ',hp
' dislike idea ability; balance tha leads trying develop cross-handedness ',dg
' try body mind ',ne
' month classes now, move inte rnship job ',ne
' london area police tomorrow ',ne
' unfortunate, walking ',sd
' hadn anyway- watch shop ',ne
' faith abilities, think wha happen ',fr
' red face, wonder pass ',sp
' called woman ',ne
' learn others, example, people stupid ',hp
' hours road days, conclusion people concept turn signals, speed limits, restroom ',ne
' guy piss leave hands ',ne
' told guys, hands ',ne
' yelled door "does wash frig ging hands anymore?? ',ag
' disgusted, hands, walked out, yelled "pigs!" burger king number late lunch ',dg
' middle eating, holding girl hands hildren ',ne
' lovely ',hp
' clean disease free (i attentio cleaning hands; women dating boys th care hands), ca nnot others, hands prior have, toilet seat, lever, door ',fr
' hey assholes, explain children cold from: "daddy wash hands restroom, cleaned face, yo herpes. ',ag
' wash hands ',ag
' unclean!" public restroom ',ne
' feel dirty shower ',dg
' "descent" local ghetto theater, local ghetto mall ',ne
' theater ',ne
' nice movies holly, ry role "mom", male kid s, hard associate "parents. ',hp
' ask comedian, bit relate parent vice ',ne
' erin problem, loves kids works them, neve honestly kid person ',hp
' clue ',ne
' beat them, mouth, ignore eithe ',ag
' territory, children grow-up point, rea lize pissing people ',ag
' ',ne
' movie sucked ',dg
' ',dg
' plot full loopholes, othe rwise associate hollywood movie stars entire cast women ',ag
' full plot holes drive ',ag
' ',ne
' ok, point find dead moose middle cave system ', ne
' "oh kill food bring eat. ',ne
' side cavern, drop-offs feet clinging ',ne
' fuck cave-dwellers moose ',dg
' ',ne
' "hey shelter" think, deal ',ne
' explore bit, ',sp
' thought "well, find across? ',ne
' point ',ne
' food deep cave ',ne
' safety ',ne
' hell ',ag
' took place africa, worth earth escape human ago, bef ore took cave drawing ',ne
' movie subsequent discussion retarded, back house watched ',dg
' alright, american enjoy watch ',hp
' caught couple episodes lee wanna-be ', ne
' major entertaining, old-school look him, origin superman ',hp
' comics subsequent spin-off movies point making: gotten darker, literally ',ne
' look superman: original television issues, movie human ',ne
' "our lady peace - superman dead", song ',hp
' "do worry liked ',fr
' break ',ne
' happy cause smile, ',hp
' yea ok, know refrain, catch tune ',ne
' head home lunch ',ne
' nuts, asshole heading canada ',dg
' biddeford, jumped-ship headed route one, "accident" ikes experienced headed home ',ne
' scarborough, jumped back on, route pretty packed, idn downtown portland ',ne
' sucked ',dg
' back pike, putting traffic, picked th ey been, north lewiston, augu sta, pretty frigging busy ',ag
' bangor, picked check, home waited erin ',ne
' blog work ',ne
' shit absolutely ',dg
' yes, effect, ',ne
' proud ',hp
' pete rose runs indians catcher, ray fosse score winning run 1970 star game ',ne
' teams---1---2---3---4---5---6----fina ',ne
' marco----2---2---1---1---7---0----1 ',ne
' yeah, cocky, marco walking desert years ',dg
' twelve runs 4th inning marco team ',ne
' inning ',ne
' 3rd inning, tried score throw base ',ne
' joey, blocking home plate, ball arrived plate ' ,ne
' flying backwards landed huge left-handed box ',ne
' asked right, proceeded tel knew coming ',ne
' oh well, collision home plate ',ne
' forget ray fosse pete rose home plate 12th inning 1970 star game ',ne
' lines base hit center, plate, base coach, waves pete rose home, throw brings indians catcher, ray fosse feet line, happens ',ne
' pete rose knocks ray fosse baseball knocks lace ',fr
' so, end, held win score 18-13 ',ne
' reason catcher ',ne
' yes, happen but, catcher, play sports ',hp
' joe happen bother ',ne
' hit season ',ne
' funny ',hp
' joe gotten ',ne
' june 5th, 2003 ',ne
' walking ahsan load ',ne
' screamed throw ',ne
' landed ball picked hand ',ne
' ahsan says remembers play ',ne
' ahsan told remembers collision game bein played rarely play raining ',ne
' ball lying ground screamed joe touch home ', ne
' remember walking disgusted ',dg
' completely joe home plate joe king base ball ',ne
' night blog ',ne
' brother bike ride ',ne
' liked that, happy able ride ',hp
' reason check dad deposited 56 dollar government cheque ',ne
' 62 dollars, precisely 56 dollars ',ne
' bonus ',hp
' pretty bummed out, meant put hold cheque, hate that, bloody point ',ag
' bloody government cheque ',ag
' bother much, government cheque deposited hold ',ne
' so, money right hold of, spend furmeet monday ',ne
' feeling dad weird ',ne
' pretty fashioned, rude ',ne
' ignorant, fashioned (which pretty damn rare. ',dg
' earlier today, put - seasonspeech, mom asked music ymore ',ne
' pride listening variety music ',hp
' pride ',hp
' sad, helped move stuff ',sd
' despite load stuff took, barely notice house ',ne
' told mom moving weekend 26th, hold andrea plans formal ',ne
' find swing it, ',ne
' love chairs *sniffs ',hp
' tried timetable, today set timetab ',ne
' furmeets, jason thing, furmeet ',ne
' funny, think, love willing schedule ',hp
' ',hp
' confused ',ne
' calls, mom phone wor ks right ',ne
' deal, number written piece paper forge ',ne
' put living mother, 6000 year, guarantee accepted osap, pay 8700 ',ne
' good, living andrea, internet, hy dro, food ',hp
' well, ',hp
' pay 300 dollars semester mohawk brantfor mohawk bus ',ne
' semester, 1044.12 ',ne
' way, thinking looking pretty ',hp
' so, tomorrow busy ',ne
' ticket bitch, volunteer hours experience ',ne
' try tell impressive resume ',ne
' looking job brantford sch ool ',ne
' feel independent ',ne
' list ',ne
' mom signature, think mail governmen decide ',ne
' that, calls mohawk ask money issue, uition ',ne
' #5 talk people brantford mohawk ',ne
' opened up, late, open 12 ho urs, september, time, however, wait, site morning ',ne
' so, tomorrow gonna sad ',sd
' mention 680 ',ne
' know, thing, independent ',ne
' anyway, part says jason s, cash, stronger, ge train leg stronger (like bike. ',ne
' mean, told july 25th, there, help out, backing ',ne
' smartest, responsible group part ',sd
' however, playful, devil-may-care part tells fuck london watch movies ',ag
' fact, email, responded, know ',ne
' ',ne
' people guy know named pisher, ',ne
' example, wrote ',ne
' opinion, ',ne
' people me, disagree me, sagree them, resort insults, know men ig lose man, people fall fight, kn online, war ',dg
' try stay them, stand level, somet imes silent bob ',ne
' faces ',ag
' movies, discussing film bett er, pirates superman ',ne
' personally enjoyed pirates more, thought superman wi th fantastic story ',hp
' there, side people constantly saying irates sucked, allowed sucked wa horrible ',dg
' etc. folks trying tell superman horrible ',dg
' disgusting feel find thread people discu ssing argument ',dg
' well, gonna post board try ignore flames ',ne
' ',ne
' dont frankly dislike much, dont ask caus tell ',dg
' know suck (and looking comments ',dg
' writing stuff writing derstand bette ',ne
' hate word bette ',dg
' cant happy ',hp
' ill happy ',sd
' ',fr
' "delight desires heart", mean ',dg
' suck , completely ',dg
' feel constantly boyfriend ',ne
' hate life? ',dg
' wanna fun happy friends ',hp
' giggle giggle giggle thats everyday boyfriend laugh ',hp
' ',ne
' terrorists sick, detained, believe irst life resort extreme ',dg
' people listen news ',ag
' petty, annoy me. absolutely evil, people ',ag
' imagine, bomb, fashioned sports drink, camera ',fr
' believe ',sp
' britain, has, dogs so-called "prime minister" mexico, dealing 3,500 lives lost, 10 ',ag
' so, thankful alive ',hp
' ages class cla ss talking stuff home, discovered ',ne
' night, trying demonstrate boy beat complete change decided slipped carpet trying demo nstrate kick fell backwards hit sickening crack ',dg
' back head ',ne
' which, know, fucking hurts ',dg
' fact, bought toilet paper george bush stupid ',dg
' political soapbox, find republican regime dista steful, feel free exit ',dg
' serious note, open paper online news fin *should* you, definitely bothering me! example news ',fr
' "washington - british terror plot, bush administratio seeking $6 supposed spent homeland technol ogy. ',fr
' spent dollars human capital homeland security ',ne
' address loss civil spread kgb-like mentality america ',ag
' government find matter steps try privacy ',ne
' alarmist, loss privacy personal freedom name "security" scares me. fine security ',fr
' fact, night mom asked "scared" flying trip ',fr
' spread "big brother watching you" concerns me. people "we put years" say, "get job canada! ',ne
' slight civil annoyance feet riding pride train seats ',dg
' concerned busy ',ne
' sadly, current legal pies, issues concerned sitting suc state ',sd
' knowing speaking out, ride feet seats ually journey ',ag
' works ',ne
' feel repercussions, action, alw ays knowing read public ar eas ',fr
' problem set ',ne
' as, all, society developed shift blame anger ',ag
' thank god exam ',hp
' hate ma ',dg
' questions ',ne
' fuck wait live ',dg
' live girl, bitch clean ',dg
' home place fucking disgusting ',dg
' ',ag
' cleaning saved stuff ',ne
' hahah ',hp
' girlfriends random sex junk mail ',ne
' gotta love ',hp
' jolt face comments ',ne
' sad ',sd
' moments all, ',ne
' steps ',ne
' people step, totally ',ne
' ',hp
' ',hp
' deep pool ',ne
' ',hp
' final summer people ',ne
' hate people ',dg
' tried hard enough, putting ',ne
' guess continue ',ne
' pretty freaked piano exam ',fr
' brain dead able sure thrown me. people minds ',ne
' wish ',ne
' dislike negative, non-beneficial (to me) change people ',dg
' ',dg
' love ',ne
' beautiful ',hp
' enjoy them, live moment ',hp
' then, ',ne
' ',sd
' watched close back young chi ld ',ne
' life ',ne
' ',ne
' 3rd guy sms-ed me, 3 3 days ',ne
' ',sd
' him, asking call, ',ne
' told work regime upcoming ',ne
' wanted faced work life ',sd
' theory basic met wanting find purposes ife ',ne
' establish career ',ne
' yet, know means achieve ',ne
' feel lost ',sd
' dentista, ',ne
' mouth hurts ',sd
' hate dentist, hate strong word ',dg
' dislike dentist ',dg
' bad ',sd
' ',ne
' back ( thought) ',ne
' healthy teeth ',ne
' "playing love politic alike, words sure party ',ne
' reasons dislike politic cause manipulating, people , ',dg
' parents moving mars, pennsylvania, thursday ',ne
' minutes pittsburgh, dad works, 6-7 hours swarthmore, school ',ne
' win win ',hp
' sister remain michigan, thought coming back occasi onally, vicious, fights summer ',ag
' spend joyfully packing boxes ',hp
' christmas presents ',hp
' ',ne
' considered coming home family dislike wn ',dg
' no, true ',ne
' guy sat leg ',ne
' ("aren friend maggie s?" maggie ',ne
' "really? ',sp
' "you look her, guess ',ne
' hahaha! ',hp
' guy sitting started small-talk pick-girl-up-talk ',ne
' attractive ',ne
' totally dangerous combination ',fr
' ',ne
' because, know, cheesy live ',dg
' also, door ',ne
' sure that, allowed happen, ',ne
' wanted fuck myself, happens anytime feel relat ively okay ',dg
' ',sd
' therapy whoa ',ne
' theres stories tell p2p ',ne
' 39 kids, 4 leaders, 1 amazing woman named lynn, 3 life experience ',hp
' mel, sully, steve, adam, gibbs, artur, erin, jacqui, will, leanne, nikki,justi n, jeffy, steph, catherines/katies, kaela, bree, sarah (future 2005 aha), sarah p, love ',hp
' trip amazing know gonna ',hp
' back right time, right put ',ne
' lucky ',hp
' pretty driving normal car, excited ',hp
' presents awesome 16th birthday. ',hp
' happened ',ne
' stuff know ',ne
' people columbia expected ',sp
' loving school columbia ',hp
' feel ease know life, bu scared feel step ahead me. admi school freaked future ',fr
' class keeps thinking ',ne
' scared death job school ',fr
' wait, nervous hell ',fr
' goes planned job stuck hate ',fr
' girls class elevator ',ne
' saying area spring weird huh ',sp
' part school jr. ',sp
' ticket ',ne
' excited concerts nice fun ',hp
' definitely shocking experience, ',sp
' trouble walking straight lot (so grammar), ',ne
' mother scared death, losing consciousnes, life, remember ',fr
' goal wake up, 32 ld pills put scars kidney place, death real fast ',fr
' wanted friend sex afraid ask person ',fr
' afraid ruin friendship friendship person ',fr
' afraid hurt ',fr
' hurt person ',sd
' hurt person line ',sd
' hurt world friendship ',sd
' hurt world dating ',sd
' hurt bad stay world mind ',sd
' hurt bad stay room ',sd
' wanting ',ne
' night night turned amazing 8:00-9:0 ',sp
' nice conversation juckett, amazing phil, ',hp
' definitely night conversation, stay 1 2:30, payed morning 1st period (physics ',hp
' today hit work ',sp
' long-term work sure finished wi th band practice night, game friday, saturday ',ne
' starting argument (which turning fantastic have), finished history charts, plan bit start watching america top model ',hp
' plus, stuff dad ',ne
' courts mom mad world hang dad hours ',ag
' love nfl, love live, sense ',hp
' nfl live, died ',ne
' sorry died, mislead inexcusable ',sd
' definitely ',ne
' turned guide nfl live ',ne
' love nfl, love live, sense ',hp
' sorry died, mislead inexcusable ',sd
' ',ne
' afraid weigh subject ',ne
' right mood, a.k.a : mind portland, rea lly ',hp
' movies told watch ',ne
' ',ne
' stopped talking it, started start ',ne
' matter ',ne
' took ',ne
' worried about, trying steal money card, happen ',fr
' atm "eat" cards ',ne
' therapy!! ',ne
' nervous ',fr
' says, matter sweet nasty mean spirited ',ag
' explaining skills wont ',ag
' stuck, cant think right term lose train thought ',ne
' pissed willing finish try ing ',ag
' says cant stumbled sentence 5 minutes prior ',ne
' cant wait visit portland again, right dont think ill able back payed ',ne
' sucks, mean birthday ',dg
' 2 pay check work counted ',ne
' borrow mom, ive payed off, know dont money left ',ne
' afraid happen ',fr
' worried money ',fr
' worried losing love, cant ight ',fr
' know cheesy ',ne
' okay shut ',ag
' okay ',ne
' dentist today ',ne
' bad ',ne
' handle aches, freak ',fr
' fucked teeth, hurt (except clamp) , edge, felt hurt, moment hit nerve ',fr
' ',ne
' nurse suction, hit mouth (isolating tooth) loud ear, flinched, dentist lik "it big deal, afraid of" freaked out, flinched cried startin crying ',fr
' ',ne
' filling, sucks ',dg
' appear, ',sp
' enjoying ',hp
' hi, friends, me, barefoot ',ne
' ',sp
' totally true access hollywood says ',ne
' designhergals.com tell think business ca rds ',ne
' muscles are, like, know ',ne
' today work popped advils helped mother daughter figure daughter ',ne
' turns daughter graduated spring ',sp
' living home parents feeling abou ',sd
' no, thinking school nursing, ',ne
' happen me. think threw back ( advils), ',ne
' ',ne
' which, honest, brad nervous ',fr
' pre-deal excitement ',hp
' wanted call yohji night, deguchi bus attending ball, returning home morning ',ne
' 24 hour brad idea ',ne
' deguchi social function planned tomorrow night ',ne
' flight home ',ne
' meantime, free time, deguchi passed room rom desire lf game tomorrow ',ne
' tuesday evening i, wednesday home, brad automatically, doors balcony open sitting chair looki ng ocean ',hp
' called yohji, missing him, wanting talk ',sd
' dear ',ne
' ',ne
' instead, shopping wear ',ne
' two-piece, green stretch ',ne
' drawing, played ms. fun game ',ne
' bit fun ',hp
' fun game involved boxes job boxes ny wanted ',ne
' waffle-iron ',ne
' bright ',ne
' asked help clown, ryan face ',ne
' offered aaron too, laughed head ',hp
' laughed lot today ',hp
' sorry know ',sd
' drawing, standing ryan locker, leaning back, laughing ',hp
' bell hour talking bunch ryan po pular football-friends ',ne
' laughing josh peter, me, fast ' ,hp
' wanted green-and-purple hands, afraid worse, ',fr
' ryan standing group, sense, gu ess ',ne
' mink turned locker crowd, ryan watched ',ne
' said, "he nervous. ',fr
' "yeah ',ne
' feel bad. ',sd
' "what for? ',ne
' - know leif carlson? - leif sat guy late class table ',ne
' "so, ',ne
' ',ne
' hurting feelings," ryan finished ',sd
' nodded, felt guilty ',sd
' mink exactly reason t, well, anything, ',ne
' total bullshit, matter ',dg
' fucking ',dg
' only, ',ne
' also, look cat ',ne
' break heart words ',sd
' cause tears run fall knees ',sd
' backing ardest ',sd
' scared wa nt leave side ',fr
' home- back reality ',ne
' coming excited ',hp
' anyways wont weekend penn state bunch male brother lol bye ',hp
' ',ne
' change ',ne
' kno ',ne
' talk ',ne
' know gonna alrigh ',ne
' real ',ne
' ask ',ne
' ',ne
' money people minds hat ',dg
' know gonna alrigh ',ne
' change ',ne
' change ',ne
' kno ',ne
' pictures ma ',ne
' know know gonna alrigh ',ne
' -- ',ne
' capitalism america, gulf have-nots insurmountable broken bodies ',ne
' ',ne
' pretty damn sad, ',sd
' leave human ',dg
' total ',ne
' radical thought change ',ne
' words "terrorist, "anti-semitic", "anti-war", "islamo-fascist", "prot est" "communist" ',ne
' responsible fear-mongering seat bush administration able years, pret ty order ',fr
' interesting supposed afrai status quo: fear change ',fr
' government wants afraid terrorists pass easier control ',fr
' zionists bad name, zionists u.s. name ',ne
' scared name freedom, mor ',fr
' suggest government afraid communism, cause goes government rolling: capitalism ',fr
' "red scare" communist witch-hunt 50 joe safety security america, current fear so-called communist uch north korea, china, actual communism never, ',fr
' police-states, actual communism marx ',ne
' earlier socialists longer-term social reform, marx popular revolution inevitable, path ',ne
' so-called modern communism, factions, arxist/leninist communists ',ne
' pages words, ran look revolution look like, truly happened ',ne
' revolution ',ne
' pretty idea elected officials turn america hope beco me; people serious selfish, style life ',ne
' air-conditioned, drive-thru frequenting, can-opener using, meat-ea ting, hands-free restroom-using ',ne
' work ',ne
' put schools, teach think question taught, learning orde dollar, enter life-long keeps aw ay wish ',ne
' dream fight hard work ahead, put money ev entually leave factory human flesh, age 65, live lef life, promise social security plan dear leader, "decider" trying privatize, national system ',ne
' depression ',sd
' work scared losing job ',fr
' know air unfit food unfit eat ',ne
' sit house, slowly world living smaller, is, "please, leave living rooms ',ne
' leave alone. ',ne
' mad ',ag
' write congressman, know tell write ',ne
' know depression st reet ',sd
' know first, mad ',ag
' gotta say, "i human being, ',ag
' chairs ',ne
' "i mad hell ',ag
' anymore!! ',ag
' felt longing ',sd
' mere thought source longing cry, truth heart ',sd
' longing heart, longing weak heart ',sd
' alter judgement, longing ',sd
' started job ',ne
' store ',ne
' job nice ',hp
' knows couple people know ',ne
' luckily numbers cause deal phon e, oh mention mind aim, check e-mail, lo random stuff online work ',ne
' pretty sweet feel ',hp
' oh mentor, pretty ',hp
' today sucked ',dg
' ',ne
' ',dg
' suppose fault ',ne
' pay attention class assignments, afraid goi ng forget gonna spring aaaaaah!! ',fr
' feels brain function ',ne
' pay attention, think straight, talk ',ne
' ',ne
' talking ',ne
' today, pulled meeting building manager, pan ic ',fr
' problem turned paint color office space ',ne
' (why yes, spent rest paint-based ',ne
' once!" ',ne
' anyway, paint chip brochure desk, pulled car pet samples, preparing face choice--which turned nea rly office off-white ',ne
' books library today ',ne
' crap: disorganized, pseudoscientific, ',dg
' suppose attitudes women changed lot too, awfu threw hands returned book leaving library ',dg
' goes years married, fat, ',sd
' hello, ',ne
' yeah ',ne
' do, remember catchy song ',ne
' time, faith ',ne
' currently rotation, piece crap time, terrible, terrible, cover "in big country. ',dg
' heard song covered ',ne
' (or having, rest lives) ith stupid people, ones bothering ',dg
' fucking invited group called "sally cooler mom. ',ag
' okay, cooler anyone, saying cooler mom fucking ',ag
' again, mom sally ',ne
' tell sally eat shit ',ag
' [self-explanatory ',ne
' angry customers; matter fact, 1 met customers ',ag
' odd ',sp
' answer ',ne
' deal ',hp
' chick named called asked work ',ne
' oh know, kids "best dressed" school ',ne
' hang ',ag
' fucking clue ',ag
' find bitch ',ag
' sure, nice people wanting presence, step line enter stupidity, self-esteem issues self- being, kick fucking baby ',ag
' laugh ',hp
' lame lame lame comparison, know ',ne
' ',ne
' closest panic!s cover halloween ',ne
' ',ne
' worth comment upon??)and share, ',ne
' tend ideas commentary midday, mood passed ',ne
' lot thought ',ne
' church ',ne
' afraid lots children ',ne
' know right cause environm ent girls ',ne
' god opportunities knowledge regard family plann ing ',ne
' update ',ne
' phone a)tired b)not mood c)just wanting talk watch movie inst ead conversation me. types choices ard trying friend ',ag
' me: uh, 12 people watch movie suppos start hour class, kinda planned ',ne
' say, fucking reasons (once again) pissy ',ag
' fucking seriously kid ',ag
' myspace today ',ne
' sick myspace ',dg
' ive noticed me, stupid ',dg
' stopped listening ',ne
' awhile catch eye read it, part sick tired stupid shit ',dg
' normal conversation him, basic human right hang so, allowed ',ne
' gag, crap ',dg
' anyways, court yesterday ',ne
' court ',fr
' story short, learned lot ',ne
' vehicles fault mine, sentence poss ible ticket ',ne
' pretty ',hp
' nice, judge ',hp
' 9 ive ticket before, fine ',ne
' exciting part day, cliche sounds car fire ',hp
' pulled ran ',ne
' walked "whats on, help? ',ne
' looked vehicle flames gas tank ',ne
' told fire dont think heard me, grabbed hi car, stumbled back, dropped shit looked pissed "wh fuck lady" steps vehicle gas popped (not hollywood people) gas flew everywhere, catching rass fire, blowing tires door open, ehicle started flames ',ag
' driver changed hes "thanks me" "oh god" police fire infor mation ',fr
' news people up, talked kid telling cop go, late, left ',ne
' dont think saved life, saved legs lot ',ne
' point exciting ',hp
' remain "anonymous" newspaper life goes ',ne
' hug, ',hp
' ',ne
' thinking, earlier comment stuff me. peopl drove past, cars exit lane, stuff just equally everyone, ',ne
' people drive cars on, sitting side road ',ne
' know smoke tire, car fire? ' ,fr
' name, sure forget ',ne
' homework ',ne
' broke down, decided fix ',ne
' uncle saved bunch stuff me. called early birthd ay present, amazing ',hp
' surprised brian met lunch, ',sp
' soooo nice ',hp
' collect continue home ',ne
' know yet, call ',ne
' wait night drive brian chill aw hile ',hp
' feels pretty today ',hp
' so, friends later, homework, work dirty (all them) think laundry, bed ',ne
' yesterday eventful, today relaxing ',ne
' love life ',hp
' lost vegas grandma time, hoping help canada grandma feel ',hp
' happy ',hp
' proud sister ',hp
' fine ',ne
' sick looking computer screen ',dg
' goal tonight ',ne
' "i relate 99% humanity. ',sd
' watching middle-aged character, (steve buscemi) "ghost world," help agreeing ',ne
' relate, try ',ne
' ',ne
' lot guys ',ne
' but, back reasons relate *74%* humanity ',ne
' sex money ',ne
' (and know mean, okay, mean drunke like. ',ne
' (has rolling stone ',ne
' am, honestly, furious angry letter , care, sure thi nk part "machine" ',ag
' ahead, care environment, care demeaning women. ', ag
' drink amounts ',ne
' - movie "top gun. ',ne
' - enjoy reading ',hp
' - think money happiness ',hp
' think sex happiness ',hp
' - notice nice days, smells, etc. appreciate it, appreci ate effect me. ',hp
' - "like" word ',ne
' ',ne
' people rude selfish, know too, ike ',dg
' meh ',ne
' bag ',ne
' people step join humanity ',ne
' intelligent, attractive, guys boys, wear t-shirts $30 shoes, read watch movies ',ne
' please, exist anywhere, know ',ne
' walking straight, dog crossed street turned growled, " oh shit jorge, walking. ',ag
' did, dog too, " run kee walking? ',ag
' walking dog crossed street back ru nning "ohh sshhiittt!!! ',fr
' house gate door opened slightly, sumway!! ',sp
' backpack me!! ',ne
' damn! ',ag
' scared!! ',fr
' "it heart afraid breaking learns dance ',fr
' dream afraid waking chance ',fr
' afraid dying learns live ',fr
' "when night lonely, road ',sd
' remember, winter, beneath snow ',ne
' bette middle ',ne
' caught attention; specifically, fi rst lines: "it heart afraid breaking learns dance./it dream afraid waking chance. ',fr
' grand, mind you; touch: rash, ',ne
' considered possibility now, apprehensiv e, act felt ',fr
' then, day, driving 470 college, li stening 105.5, beautiful song heard ',hp
' words think thought, thought, know est surprised thought ',sp
' think wake dream, turn reality ',ne
' internship pretty awesome today ',hp
' sat lit practice test bus ride, cool, expected ',sp
' staff currently process 30-45 made, spent ',ne
' totally loved it, ',hp
' thought decided middle broadway, man french told smith movie ',ne
' love guys work - told ron shift (but ',hp
' smith (although french prince shit, thin punch heard "switch"), gi rl elevator randomly mike ',ag
