@relation emotions

@attribute sentence string
@attribute category {hp, sd, fr, sp, ne, dg, ag}

@data
' actually, think spx gether, comics placed concern subject matter ( heard bit prior years, selling rooms all); creators books picture english-language non-superh ero comics, diversity manage 000201 ',ne
' look crowd, imagine question diversity comics-reading 000000 ',ne
' sit former, late, sort 000000 ',ne
' turned "it civil war. 000000 ',ne
' chippendale talk different, highly entertaining, digression-prone artist history procedure, dan nadel extra bonus brian ralph, seated back room 000000 ',hp
' spx, artists, hippendale creator 000000 ',ne
' tried buying trip room, ut hold 000000 ',ne
' books 000000 ',ne
' comics #1-2 steve peters &amp; friends (i origin ago ; walked table, entire convention, suddenl realized forgotten tell steve peters - intellect! 100000 ',sp
' cinema #19 edited robin bougie (new issue funny, comics-heavy pamphl et-format magazine devoted entirely film - creator personality -powered publication, robin bougie real life exactly wa 100100 ',ne
' comics comics #1-2 edited &amp; dan nadel (i mentioned yesterday, hard copy issue #1 000000 ',ne
' fuzz &amp; pluck #4 (of 5) (surely fuzz &amp; pluck; still, store, table 000000 ',ne 
' 2 #1: heavy metal (from house twelve, free debut, ori ginal movie version magazine 000000 ',ne
' ninja brian chippendale (debuted show, book , already; table, momentarily transfi xed transfixed "i book this!" 000000 ',ne
' project: (debuted show, project series anthologi es, devoted comics 000100 ',ne
' 000000 ',ne
' nice trip 000000 ',hp
' lot have, hands 000000 ',hp
' hope again, add convention experience points 000000 ',ne
' mother 000000 ',ne
' think gulf mexico gulf california, remember which, water 000000 ',ne
' no, alright, lot 000000 ',ne
' girlfriends strange; think reasons break end, anymore reasons 000000 ',sp
' time, sit chair 000000 ',ne
' try this, spend nights reading 000100 ',ne
' 000000 ',ne
' read, dream sex moth er, well, know means 000000 ',hp
' sometimes, reading condition, 000000 ',ne
' problem 000000 ',ne
' think 000000 ',ne
' terrible playing memory 003000 ',ne
' 000000 ',ne
' work tomorrow morning 000000 ',ne
' sunday, tomorrow holiday 000000 ',ne
' think work holiday 000000 ',ne
' days straight 000000 ',ne
' read condition, 000000 ',ne
' tell doctor, doctor 000000 ',ne
' weigh 180 lbs, 5 , 10", wrong me. weird scars neck 000000 ',sp
' kid 000100 ',ne
' 000000 ',ne
' drunken night excess, eithe 000100 ',ne
' oh, drunk, happen forget 000001 ',ne
' remember second, moment leaning toilet 000000 ',fr
' memory, 000000 ',ne
' think problem work, stuff 000000 ',ne
' spend filing, thinking read night before, trying process it, trying figure is/has happening me. night, read lay dying william 000100 ',ne
' 000000 ',ne
' think point 000000 ',ne
' work, left book home 000000 ',ne
' returned library 000000 ',ne
' nice 000000 ',ne
' books days 000000 ',ne
' walk lake calhoun 000000 ',ne
' often, walk 000000 ',ne
' clouds cover sky, calhoun, breeze, 000000 ',ne
' lake frozen, walking top 000000 ',ne
' 000000 ',ne
' lake, people slowly 000020 ',ne
' i, hand, home 000000 ',sd
' brought book me. read 000000 ',ne
' suppose cold annoy me. t. sho 100000 ',dg
' people this, right 000000 ',ne
' water bad 000010 ',ne
' people feet lake october 000000 ',sp
' lake, think thinks wrong me. wrong me, know 000000 ',ne
' person says something, know what, something, ut place tune 000000 ',ne
' think 000000 ',ne
' know 000000 ',ne
' right 000000 ',ne
' throw clothes 000000 ',ne
' neck hit water sink, blowing 000020 ',ne
' life feel completely normal 000000 ',ne
' 000000 ',ne
' suck-ass turned 000000 ',dg
' work fucked 000000 ',dg
' bad trip fucked 000010 ',dg
' borrow 000000 ',ne
' mind you, treated asshole house couple weeks, 000000 ',ag
' played song think mom, suddenly, depressed ball 000040 ',sd
' house home 000000 ',ag
' 1st 000000 ',ne
' now, 000000 ',ne
' school nuts- remember putting hours lab, ass- classes wel feel in- 000000 ',ag
' nice able put head 000000 ',ne
' sure people heard sad murder michelle- gardner quinn, 000060 ',sd
' pretty awful- 002001 ',sd
' boston weekend shocked 000000 ',sp
' change parts prett sad 000060 ',sd
' imagine family friends right situation- th part 000000 ',sd
' anyways, sure add ov er 000000 ',ne
' fun back- ran fun 000000 ',hp
' work school intense it- stay focused 000000 ',ne
' brother turns 16 wednesday (how.weird. 000000 ',sp
' excited haha 000000 ',hp
' busy trashed 000000 ',ne
' mom proud 000000 ',hp
' cold, 000000 ',ne
' took 000000 ',ne
' wednesday surprised find shelter th morning 000003 ',sp
' top trail started head spastic switc turned started jumpy, place, picking ston es, randomly tree roots, etc. wanted play muc room trail trail 000000 ',ne
' surprised sitting still; spastic switch tur ned 000003 ',sp
' started smiley; 2-3 year-old shepard-pitbull mix 000000 ',ne
' bad left eye think vision 000010 ',ne
' run calling lance (since nameless) laying back grass kick legs riding bike; wrote stuff guess name 000100 ',ne
' 000000 ',ne
' cake 000000 ',ne
' fun-filled 000000 ',hp
' turned 4 000000 ',ne
' boy jumped 000000 ',ne
' cried 000000 ',sd
' lol [they cute brothers, no? 000000 ',hp
' scared 004000 ',fr
' smile scared 004000 ',fr
' tore toy car 000000 ',ag
' tore cake 000000 ',ne
' :d yummy 000000 ',hp
' co-workers 000000 ',ne
' think me. 000000 ',hp
' adore heart 000100 ',hp
' &lt; 000000 ',ne
' think wearing left 000000 ',ne
' christina 000000 ',ne
' looked tired 100000 ',ne
' har har 000000 ',ne
' goes bigger heart i, 000100 ',hp
' 000000 ',ne
' xd oh well~ child 000000 ',ne
' ideas 000000 ',ne
' event sooo fun 000000 ',hp
' exciting adventure walked 6 miles cold 000100 ',hp
' 8 morning 000000 ',ne
' try warm 000100 ',ne
' alex, suck 000000 ',dg
' know 000000 ',ne
' anywho, man awesome 000002 ',hp
' so, journey 000000 ',ne
' people 000000 ',ne
' walked 000000 ',ne
' more! 000000 ',ne
' hours kevan, 000000 ',ne
' met 000000 ',ne
' question 000000 ',ne
' sign 000000 ',ne
' check look christina face 000000 ',ne
' anywho, interesting 000100 ',hp
' "someone unexpected resurface. 000000 ',sp
' [and guess 000000 ',sp
' walk 000000 ',ne
' years 000000 ',sp
' then, unexpected too. 000000 ',sp
' eff, "you find road happiness others. 000100 ',hp
' eff likes 000200 ',ne
' pretty 000000 ',hp
' check "little s" face 000000 ',ne
' meet "the nox" 000000 ',ne
' 000000 ',ne
' conversation argument english class 000000 ',ag
' xd people, child, popped 000000 ',ne
' anywho~ today fun 000000 ',hp
' walk fun 000000 ',hp
' interact ton expected 000000 ',ne
' stand barefoot ocean edge, feet slowly, sucked beneath cool, wet 000020 ',ne
' head back 000000 ',ne
' gray clouds, momentarily back-lit silent, random 000000 ',ne
' stretch reach 000000 ',ne
' beach living write 000000 ',ne
' brother likes point wee kend 000200 ',ne
' status brother concerned, moves ah ead 000300 ',fr
' season doctor dvd 000000 ',ne
' no, season, william black white years ago suck doctor season 000000 ',dg
' sorry british television rules 000060 ',ne
' historical society home tour mother wanted 000000 ',ne
' assumed niece york sister working weekend job mother i; know invited sister-in-law 000000 ',sp
' side, home tour put holiday spirit 000000 ',hp
' totally start christmas shopping 000000 ',hp
' halloween return 000020 ',ne
' seeking deals, however, find move quickly 000100 ',ne
' note, enjoy sunday 000600 ',hp
' well, half-way trip 000000 ',ne
' believe 000000 ',sp
' amazing 000001 ',hp
' train evening 000000 ',ne
' france 000000 ',ne
' 000000 ',hp
' church look 000000 ',ne
' (or colosseo) awesome 000002 ',hp
' standing is. well, feel lucky 000000 ',hp
' amazing 000001 ',hp
' enter museums hour wait 000000 ',ne
' october museums close early (1:20pm), lot 000200 ',ne
' ah 000000 ',ne
' 000000 ',ne
' walked pretty entire city 100000 ',ne
' beautiful, full people tour 000000 ',hp
' wait long, 000000 ',ne
' stunning- full people 000001 ',sp
' realized- mass 000000 ',sp
' believe 000000 ',sp
' rude 000000 ',dg
' night met australian couple nice 000100 ',hp
' meet lot people hostels 000000 ',ne
' pretty cool 000000 ',hp
' anyway, rome loud, dirty absolutely chock-full people cars 000000 ',dg
' city human being, morning watch hear 000000 ',ne
' hell back home 000000 ',ag
' job jamie offered me? stay salem 000000 ',ne
' questions completely 000000 ',sd
' discovered (and others) 000000 ',sp
' dream earthquake happen!! 000000 ',sp
' entirely true 100020 ',ne
' mind bed 4.5 ft. 4 hours 000000 ',ne
' bro calls 000000 ',ne
' calls and, knowing international sign "pick th frickin phone," picked wrong 000000 ',ag
' 000000 ',ne
' 000000 ',ne
' huh, news fast 000000 ',sp
' called sister 000000 ',ne
' called me. wanted frickin 000000 ',ag
' back noon, took walk, hours, dar k, read while, power back watch tv 000000 ',ne
' all, interesting sunday 000100 ',hp
' plans shot shit cause cell waves packed coul dn touch friends 000000 ',dg
' yeah 000000 ',ne
' useless 000000 ',dg
' 000000 ',ne
' easy 000000 ',ag
' oh, earthquake 6.6 000000 ',ne
' surprised (geekin up) frequency 000003 ',sp
' definitely range regular 000000 ',ne
' yeah 000000 ',ne
' 000000 ',ne
' movies 000000 ',ne
' amount energy required move mass frequency ridiculous 100100 ',sp
' earlier week, karina invited 000000 ',ne
' 7, project runway playing bravo, asked, "w kubik?" 000000 ',ne
' seat karina, talking, face appea rs window her, 000000 ',hp
' jump, realize kubik 000000 ',sp
' karina plate 3 cheeses, red peppers, crackers, tv project runway 000000 ',ne
' watch it, watch movie reading newspaper, loud, kubik complains, "someone talking trying watch movie!!" karina me, "you talk. 000000 ',ne
' watch project runway, repetition 5 fast 000000 ',ne
' haha, 000000 ',hp
' sunday afternoon, erica, diana, spy museum 000000 ',ne
' 000000 ',hp
' find spy museum surprised number young there, addition usual tourists young 000003 ',sp
' exhibits, lose erica diana, occasiona lly catching slow 000120 ',ne
' carpeted, hard knees, left behin brochure 000000 ',ne
' looking exhibit devices, kid ha nds pamphlet, "you dropped this. 000100 ',ne
' gift shop heading home 000000 ',ne
' outside, diana hard open door, 7 8 bo family pulling pushes 000000 ',ne
' cute 000000 ',hp
' water drank water put close 000200 ',ne
' fly door morning 10 minutes late class, group project, part 000000 ',ne
' think knows line crossed 000000 ',ne
' campus felt 000000 ',ne
' love pictures 000400 ',hp
' favorite video game characters 000200 ',hp
' beat living shit guys heh 000001 ',hp
' 000000 ',ne
' love outfit well, think laughing fight st reet silly, me. kikyo, series, anot favorite 100600 ',hp
' true normal life 000020 ',ne
' lol 000000 ',hp
' *whispers* matt mix 000000 ',ne
' ;) love hun 000400 ',hp
' strong keen, scars 000000 ',sd
' movie loved 000400 ',hp
' wish es.w.a.t 000000 ',ne
' so, hour 000000 ',ne
' decided contacts knowledge free $30 000000 ',ne
' 000000 ',ne
' office jump drives 000000 ',ne
' special heh 000000 ',hp
' believe $17.88, $18.88, unexpected 000000 ',sp
' 1.0 jump drive, bad deal 000010 ',ne
' feels nice 000000 ',hp
' so, stayed 2 hours home bird 000000 ',ne
' works 000000 ',hp
' thought alot stay dressed 000000 ',ne
' guy 4 months, wanted look nice 000000 ',ne
' *smiles* looked cute 000000 ',hp
' thanks hun 000000 ',ne
' sorry focused 000060 ',sd
' so, song 000000 ',ne
' song: 000000 ',ne
' 000000 ',ne
' 000000 ',sd
' 000000 ',ne
' sorry 000060 ',sd
' sorry lie 000060 ',sd
' 000000 ',ne
' cause se 000000 ',ne
' wanted se 000000 ',ne
' 000000 ',ne
' know 000000 ',ne
' guess theres 000000 ',sd
' *smiles* beat 000001 ',hp
' *huggles 000000 ',hp
' class semester, ticular ones missed 000000 ',hp
' painting donated school students fr osb, testament 000000 ',ne
' entire enterprise surprise (our name father) genuinely surprised affair 100003 ',sp
' session round, session bring seminarians, lay students evening discussion guest 000000 ',ne
' denis osb early church history telling mrangelmeg months 000000 ',ne
' wanted mrangelmeg chance experience fr 000000 ',ne
' discussion spent bar campus called unstable ( vow stability, call bar, unstabl e, it? 000000 ',ne
' much, class 000000 ',sd
' wonderful 000003 ',hp
' extreme home house st. (the town) drove 000000 ',ne
' cool 000000 ',hp
' denis class quiz early church saturday morning happy returning home friday night 000600 ',hp
' forget internet, 75% information 000001 ', ne
' internet missing born 000000 ',ne
' minutes need, glass favorite wine, enjoy newfound knowledge 000800 ',hp
' truly helpful, 000000 ',ne
' welcome world classical music 000000 ',ne
' world, place music endless forms entire life listening pleasure 100000 ',hp
' classical music music existence, study music era 000000 ',ne
' 1 000000 ',ne
' composers church (surprise!), religion early classical music source 000002 ',sp
' formal system notation, difficult time-consumi ng 000000 ',ne
' 2 000000 ',ne
' music art science, music printed, acred, secular, music spread 000000 ',ne
' composers era 000000 ',ne
' (1600-1750): era bach, handel, modern today, violin, clarinet, piano 000000 ',ne
' composers counterpoint, dance repetition music 000000 ',ne
' think brief period modern music 000000 ',ne
' kidding 000100 ',hp
' find popular composers era, (both know writing "classical") 000000 ',ne
' 5 000000 ',ne
' composers era tchaikovsky, brahms, wrote music rang e, variety 000000 ',ne
' 6 000000 ',ne
' subcategories classical music born year, composers writing music 000000 ',ne
' possible, 000000 ',ne
' composers fall period, copland, stravinsky, 000000 ',ne
' 7 000000 ',ne
' welcome classical period, subcategories glass, electric john corigliano, twelve-tone works john bilotta, area 000000 ',ne
' painless, 000000 ',ne
' classical music easier 000000 ',ne
' add passion life visit, share world 000000 ',ne
' arguments favor: 2 000200 ',ne
' 8 "pro" arguments county regon appellate judges 000000 ',ne
' thought measure positions political, positions political, matters tha oregon originally district elections ago, ele ctions district mean judges ave means currently areas (think area) chance appellate courts, 000000 ',ne
' worth saying argument favor written ron saxton 000200 ',ne
' surprised me, know tv ron saxton running somet hing 000003 ',sp
' somewhat-convincing argument one, favor, oregon 000200 ',ne
' personal experience argument, somethi ng present 000000 ',ne
' 000000 ',dg
' again, kerstin proven wants 000000 ',ne
' finding fun finding placing hand dow working',hp 
' 000000 ',hp
' :d 000000 ',hp
' lately capable questioning deal 000000 ',ne
' wrong decisions, outcomes!" 000000 ',ne
' mistake 000000 ',fr
' burn bridges, crossed wrong 000000 ',fr
' paranoia knows 000000 ',fr
' mother cut open top left 11 stitches, job mommy :d 000000 ',ne
' talked today, ok. left dad told 000000 ',ne
' amuses 000000 ',hp
' know brother approach women, understand lot bette 000000 ',ne
' dealing w/ 000000 ',ne
' sad, bird home anymore 000060 ',sd
' like/can deal w/ classes 000200 ',ne
' nap 000000 ',ne
' lost u.s. gov. class cut dry worry 000100 ',ne
' lot w/ approach 000000 ',ne
' (well, 1/2 people know 000000 ',ne
' 000000 ',ne
' know one, shocked expression w/ pumpkin guts coming 000000 ',sp
' easy cool~ish looking 000000 ',ne
' pumpkin guts fun esp. person working w/ 000000 ',hp
' hug 000000 ',sd
' laughing lot 000000 ',hp
' laugh here, esp. 000000 ',hp
' major fights w/ roomies, ones 000000 ',ne
' 000000 ',ne
' speaking person amuses kerstin 000000 ',hp
' care guys 000000 ',ne
' dream 000000 ',ne
' 000000 ',ne
' ya clue 000000 ',ne
' 000000 ',ne
' surprising know 000001 ',sp
' dream 000000 ',ne
' held head 000000 ',ne
' dont worry 000100 ',ne
' infact 000000 ',ne
' happened dream real sweet 000000 ',hp
' wanting 000000 ',ne
' peace 000000 ',ne
' scarred, man black heart, fingers painting guitar 000100 ',sd
' eventually, music away, guitar slipped back bag 000000 ',ne
' "oh," said, 000000 ',hp
' seconds turned asked, "are whi le? 000000 ',ne
' "ah, thanks. 000000 ',ne
' 000000 ',sd
' violin took bus spirited music 000000 ',ne
' think amount playing 000000 ',ne
' pretty easy song, suggest sic playing twinkle twinkle 000000 ',ne
' played cello, bring 000000 ',ne
' hard push back in, string peg, real bit ch 000000 ',ag
' pretty sweet 000000 ',hp
' night mike christina bunch people bar drunk 2 coolers 000100 ',ne
' suck drunk, fall asleep, finished makin bar hours couch 000000 ',dg
' wrote bit book, 000000 ',ne
' thats mention right 000000 ',ne
' disgusting 060000 ',dg
' 000000 ',ne
' love learn 000400 ',hp
' today, though, heard commentary lee 000000 ',ne
' depends 000000 ',ne
' markets measure accurately, find disgusting 060000 ',dg
' world markets labour, people mere schedule, regard free 000100 ',ag
' world markets exactly problems world (*ahem* eople war it, know) 000000 ',ag
' dangerous force market mentality 300000 ',fr
' throwing eat 000000 ',ne
' buy sort 000000 ',ag
' *the ones control it* 000000 ',ne
' disgusting 9/11 turn market 060000 ',dg
' destruction life 000000 ',ag
' and, ask, 9/11 place 000000 ',ag
' yes, lee 000000 ',ne
' answers dispicable 000000 ',dg
' comment: "traders, buy sell contracts, bring infor mation political situation 000000 ',ne
' lee throwing ideas elections 000000 ',ne
' plus, government, 000000 ',ag
' selling top killing 150 people 000000 ',ag
' reason encourage afford sort dispicable 300000 ',dg
' sickening 060000 ',dg
' room humanity this, encourage it, 300000 ',dg
' "in years, 000000 ',ne
' 000000 ',ne
' think 000000 ',fr
' threat-ish emerged britain turn comment democrats 000000 ',fr
' terrorists britain iraq (despite terrorists involved civil war), slo exit iraq goal 101000 ',ne
' problem 000000 ',ne
' war iraq fighting terrorists 001000 ',ne
' terrorists iraq 001000 ',ne
' terrorists anything, pull 001000 ',ne
' matters terrorists iraq, means stay 001000 ',ne
' iraq incredibly 000000 ',ne
' "i worried people, out, appreciate th threat american security evil faces us," mr. th event 100000 ',fr
' called threat "more evil, evil, dangerous han communists cold war. 400000 ',fr
' suggest couple disorganized trying 1995 plot evil dangerous off-base, stupid 400001 ',dg
' flat-out disgusting 060000 ',dg
' joe, scraping 000000 ',ne
' vision night: rooms people lying floor covered sheets, separate 000100 ',fr
' people mean faces nasty attitudes turf, telling move 000100 ',ag
' try find comfortable space head smaller 000200 ',ne
' body vehicles - leaving 000000 ',ne
' am, means, art 000000 ',ne
' birthday, jon took center 000000 ',ne
' 000000 ',ne
' 000000 ',ne
' 000000 ',ne
' now, understand, right it, 000000 ',ne
' work - closest gotten watching "teenage ninja turtles" 000200 ',ne
' real alma-tadema 000000 ',ne
' oh, think security nervous - blow forever ruin 000020 ',fr
' 000000 ',dg
' (pretty, no? person! 000000 ',ne
' said, judge art 000000 ',ne
' excited cadavers (blame gross anatomy) real ly wanted shot close anatomy viewing 000200 ',hp
' photobucket - video image hostin 000000 ',ne
' joint 000000 ',ne
' glenoid-humoral joint.") exhibits interesting, soccer player 000100 ',hp
' gross anatomy, cadavers - laying tables deep 000000 ',sp
' body action interesting 000100 ',hp
' interesting cases organs - healthy diseased 000100 ',hp
' odd body worlds goes anatomy exhibit sort cadaver art 000000 ',sp
' again, judge art, exhibit drawn numbers people possibility off-base 000000 ',ne
' now, people organs book 000000 ',ne
' public chance look diseased organs (something usu ally pathologists, who, noticed, *very* excited necrosis. 000000 ',hp
' basic anatomy bodies 000000 ',ne
' however, me, "artistic" exhibits turn - ingly admit cadaver gross, thought bit sick 020000 ',dg
' aside, interesting cadavers exhibits suc body worlds (i guess entire affair "knock-off" exhibits! 100100 ',ne
' country access huge numbers students (someone dirty work) controversies, questions cadavers 000000 ',ne
' however, knock-offs (personally, avoid you. 000000 ',ne
' dislike feeling ill. plans weekend 000200 ',dg
' thought know 000000 ',ne
' smells 000000 ',dg
' constantly congested, 000000 ',ne
' course, feel 000000 ',dg
' that, feeling 000000 ',hp
' able tell teachers school pregnant, een fun hear stories 000000 ',hp
' school starting, eating lot, funny letting saying eating 000000 ',hp
' keeps asking find boy girl 000000 ',ne
' alright, eat dinner, 000000 ',ne
' afternoon, shopping school 000000 ',ne
' eventful 000000 ',ne
' exciting summer patricks, roths, 000100 ',hp
' to, dad brother (as sta ted), mother hates mall hates 200000 ',dg
' 000000 ',ne
' 000000 ',ne
' keeps yelling feet floor 000000 ',ag
' mother asked chris, "how 000000 ',ne
' hot garlic? 000000 ',ne
' "that think. 000000 ',ne
' tell, 000000 ',hp
' looks pinks, 000000 ',dg
' cat, roxie, nervous 000000 ',fr
' eating cat food feet me. brother look her, ran 000000 ',ne
' pretty disgusting 060000 ',dg
' hate bad mood 200010 ',dg
' kinda bunch sad cry reality 000060 ',sd
' 000000 ',ne
' mean know cant put words dont gu ess 000000 ',ne
' trying mean dislike " why" try explain "thats stupid dislike her" pisses 000201 ',dg
' people highly dislike 000200 ',dg
' thats person highly dislike 000200 ',dg
' mean reason dislike shouldnt question cuz dont know 000200 ',dg
' cuz hate 200000 ',dg
' nice person right dislike people 000200 ',dg
' anyways 000000 ',ne
' late 000000 ',ne
' looked jon "hey, feel pass out. 000000 ',ne
' woke jon picking head saying name, hear hi 000000 ',ne
' hope pass sweet, driving operating heavy 000000 ',ne
' know writing 4 000000 ',ne
' anyway, ago, visited tea house proper tea tea 000000 ',ne
' yesterday 000000 ',ne
' luckily, stopped lesson 000000 ',hp
' bad 000010 ',ne
' school part 000000 ',ne
' love song "absolutely everybody" parade 000400 ',hp
' 000000 ',ne
' uhm 000000 ',ne
' woman, name 000000 ',ne
' mention find incredibly intimidating(sp? 003000 ',fr
' felt drawer 000002 ',ne
' guess feel bit ease 000000 ',ne
' 000000 ',fr
' course proceeded, feel myse lf comfortable 000200 ',fr
' change exact penny, relief lol 000000 ',hp
' today (day three) smoothe 000000 ',ne
' today drawer exact 000002 ',ne
' tomorrow 8 stay 5pm 000000 ',ne
' suck 000000 ',dg
' horrible 002000 ',dg
' hopefully tomorrow smoothe 000000 ',ne
' definately bitching 000000 ',dg
' check-off to-do list, summer classes graded, 4.0 gpa 000000 ',ne
' assume proven able leve things, top classes goal 1 000000 ',ne
' thus, statistics, spanish, public speaking class sum mer classes assumed drop gpa 000000 ',fr
' turned problem- believe 4 quest ions wrong 5 6 tests easily 000000 ',ne
' course, nice know areas difficult 000000 ',hp
' dislike idea ability; balance tha leads trying develop cross-handedness 000200 ',dg
' try body mind 000000 ',ne
' month classes now, move inte rnship job 000100 ',ne
' london area police tomorrow 000000 ',ne
' unfortunate, walking 000000 ',sd
' hadn anyway- watch shop 000000 ',ne
' faith abilities, think wha happen 000000 ',fr
' red face, wonder pass 000002 ',sp
' called woman 000000 ',ne
' learn others, example, people stupid 000001 ',hp
' hours road days, conclusion people concept turn signals, speed limits, restroom 000000 ',ne
' guy piss leave hands 000000 ',ne
' told guys, hands 000000 ',ne
' yelled door "does wash frig ging hands anymore?? 000000 ',ag
' disgusted, hands, walked out, yelled "pigs!" burger king number late lunch 060100 ',dg
' middle eating, holding girl hands hildren 000000 ',ne
' lovely 000400 ',hp
' clean disease free (i attentio cleaning hands; women dating boys th care hands), ca nnot others, hands prior have, toilet seat, lever, door 000000 ',fr
' hey assholes, explain children cold from: "daddy wash hands restroom, cleaned face, yo herpes. 000000 ',ag
' wash hands 000000 ',ag
' unclean!" public restroom 000000 ',ne
' feel dirty shower 000000 ',dg
' "descent" local ghetto theater, local ghetto mall 000000 ',ne
' theater 000000 ',ne
' nice movies holly, ry role "mom", male kid s, hard associate "parents. 000100 ',hp
' ask comedian, bit relate parent vice 000200 ',ne
' erin problem, loves kids works them, neve honestly kid person 000500 ',hp
' clue 000000 ',ne
' beat them, mouth, ignore eithe 000001 ',ag
' territory, children grow-up point, rea lize pissing people 000000 ',ag
' 000000 ',ne
' movie sucked 000000 ',dg
' 000000 ',dg
' plot full loopholes, othe rwise associate hollywood movie stars entire cast women 100000 ',ag
' full plot holes drive 000000 ',ag
' 000000 ',ne
' ok, point find dead moose middle cave system 000000 ', ne
' "oh kill food bring eat. 000000 ',ne
' side cavern, drop-offs feet clinging 000000 ',ne
' fuck cave-dwellers moose 000000 ',dg
' 000000 ',ne
' "hey shelter" think, deal 000000 ',ne
' explore bit, 000000 ',sp
' thought "well, find across? 000000 ',ne
' point 000000 ',ne
' food deep cave 000000 ',ne
' safety 000000 ',ne
' hell 000000 ',ag
' took place africa, worth earth escape human ago, bef ore took cave drawing 000000 ',ne
' movie subsequent discussion retarded, back house watched 000000 ',dg
' alright, american enjoy watch 000600 ',hp
' caught couple episodes lee wanna-be 000000 ', ne
' major entertaining, old-school look him, origin superman 000000 ',hp
' comics subsequent spin-off movies point making: gotten darker, literally 000010 ',ne
' look superman: original television issues, movie human 000000 ',ne
' "our lady peace - superman dead", song 000000 ',hp
' "do worry liked 000300 ',fr
' break 000000 ',ne
' happy cause smile, 000500 ',hp
' yea ok, know refrain, catch tune 000100 ',ne
' head home lunch 000000 ',ne
' nuts, asshole heading canada 000000 ',dg
' biddeford, jumped-ship headed route one, "accident" ikes experienced headed home 000000 ',ne
' scarborough, jumped back on, route pretty packed, idn downtown portland 000020 ',ne
' sucked 000000 ',dg
' back pike, putting traffic, picked th ey been, north lewiston, augu sta, pretty frigging busy 000000 ',ag
' bangor, picked check, home waited erin 000100 ',ne
' blog work 000000 ',ne
' shit absolutely 000000 ',dg
' yes, effect, 000000 ',ne
' proud 000000 ',hp
' pete rose runs indians catcher, ray fosse score winning run 1970 star game 100100 ',ne
' teams---1---2---3---4---5---6----fina 000000 ',ne
' marco----2---2---1---1---7---0----1 000000 ',ne
' yeah, cocky, marco walking desert years 000000 ',dg
' twelve runs 4th inning marco team 000000 ',ne
' inning 000000 ',ne
' 3rd inning, tried score throw base 100000 ',ne
' joey, blocking home plate, ball arrived plate 000000 ',ne
' flying backwards landed huge left-handed box 000000 ',ne
' asked right, proceeded tel knew coming 000000 ',ne
' oh well, collision home plate 000000 ',ne
' forget ray fosse pete rose home plate 12th inning 1970 star game 000001 ',ne
' lines base hit center, plate, base coach, waves pete rose home, throw brings indians catcher, ray fosse feet line, happens 000100 ',ne
' pete rose knocks ray fosse baseball knocks lace 000000 ',fr
' so, end, held win score 18-13 100000 ',ne
' reason catcher 000100 ',ne
' yes, happen but, catcher, play sports 000100 ',hp
' joe happen bother 100000 ',ne
' hit season 000000 ',ne
' funny 000000 ',hp
' joe gotten 000000 ',ne
' june 5th, 2003 000000 ',ne
' walking ahsan load 000000 ',ne
' screamed throw 000000 ',ne
' landed ball picked hand 000000 ',ne
' ahsan says remembers play 000000 ',ne
' ahsan told remembers collision game bein played rarely play raining 000000 ',ne
' ball lying ground screamed joe touch home 000000 ', ne
' remember walking disgusted 060000 ',dg
' completely joe home plate joe king base ball 000000 ',ne
' night blog 000100 ',ne
' brother bike ride 000000 ',ne
' liked that, happy able ride 000700 ',hp
' reason check dad deposited 56 dollar government cheque 000000 ',ne
' 62 dollars, precisely 56 dollars 000000 ',ne
' bonus 000000 ',hp
' pretty bummed out, meant put hold cheque, hate that, bloody point 200000 ',ag
' bloody government cheque 000000 ',ag
' bother much, government cheque deposited hold 100000 ',ne
' so, money right hold of, spend furmeet monday 000000 ',ne
' feeling dad weird 000000 ',ne
' pretty fashioned, rude 000000 ',ne
' ignorant, fashioned (which pretty damn rare. 000000 ',dg
' earlier today, put - seasonspeech, mom asked music ymore 000000 ',ne
' pride listening variety music 000200 ',hp
' pride 000200 ',hp
' sad, helped move stuff 000160 ',sd
' despite load stuff took, barely notice house 100000 ',ne
' told mom moving weekend 26th, hold andrea plans formal 000000 ',ne
' find swing it, 000000 ',ne
' love chairs *sniffs 000400 ',hp
' tried timetable, today set timetab 000000 ',ne
' furmeets, jason thing, furmeet 000000 ',ne
' funny, think, love willing schedule 000400 ',hp
' 000000 ',hp
' confused 000000 ',ne
' calls, mom phone wor ks right 000000 ',ne
' deal, number written piece paper forge 000000 ',ne
' put living mother, 6000 year, guarantee accepted osap, pay 8700 000000 ',ne
' good, living andrea, internet, hy dro, food 000100 ',hp
' well, 000000 ',hp
' pay 300 dollars semester mohawk brantfor mohawk bus 000000 ',ne
' semester, 1044.12 000000 ',ne
' way, thinking looking pretty 000000 ',hp
' so, tomorrow busy 000000 ',ne
' ticket bitch, volunteer hours experience 000000 ',ne
' try tell impressive resume 000100 ',ne
' looking job brantford sch ool 000000 ',ne
' feel independent 000000 ',ne
' list 000000 ',ne
' mom signature, think mail governmen decide 000000 ',ne
' that, calls mohawk ask money issue, uition 000000 ',ne
' #5 talk people brantford mohawk 000000 ',ne
' opened up, late, open 12 ho urs, september, time, however, wait, site morning 000000 ',ne
' so, tomorrow gonna sad 000060 ',sd
' mention 680 000000 ',ne
' know, thing, independent 000000 ',ne
' anyway, part says jason s, cash, stronger, ge train leg stronger (like bike. 000200 ',ne
